1	2	-1	-1	1185	0	0	12	0	1	70	1	1	-62	-35	200	200	0	0	0	0	0	0	1	0	0	新手甲
2	2	-1	-1	1171	0	0	14	0	1	100	1	1	-110	-90	200	200	0	0	0	0	0	0	1	0	0	新手剑
3	16	-1	-1	300	0	0	1	0	1	100	1	0	137	175	200	200	0	0	0	0	0	0	1	0	0	布甲
4	16	-1	-1	40	0	0	8	0	1	100	1	1	135	175	200	200	0	0	0	0	0	0	1	0	0	木杖
5	16	-1	-1	301	0	0	1	0	1	70	1	0	137	175	200	200	0	0	0	0	0	0	1	0	0	白银甲
6	16	-1	-1	48	0	0	8	0	1	100	1	1	135	177	200	200	0	0	0	0	0	0	1	0	0	白银剑
7	16	-1	-1	56	0	0	8	0	1	100	1	1	135	175	200	200	0	0	0	0	0	0	1	0	0	黄金剑
8	16	-1	-1	302	0	0	1	0	1	70	1	0	137	175	200	200	0	0	0	0	0	0	1	0	0	黄金甲
9	16	-1	-1	303	0	0	1	0	1	70	1	0	90	55	200	200	0	0	0	0	0	0	1	0	0	白金甲
10	16	-1	-1	64	0	0	8	0	1	100	1	0	135	175	200	200	0	0	0	0	0	0	1	0	0	白金剑
11	16	-1	-1	304	0	0	1	0	1	70	1	0	137	175	200	200	0	0	0	0	0	0	1	0	0	铂金甲
12	16	-1	-1	72	309	0	4	0	1	100	1	1	135	175	200	200	0	0	0	0	0	0	1	0	0	铂金剑
13	16	-1	-1	305	0	0	1	0	1	0	1	0	137	175	200	200	0	0	0	0	0	0	1	0	0	钻石甲
14	16	-1	-1	76	0	0	8	0	1	100	1	0	135	175	200	200	0	0	0	0	0	0	1	0	0	钻石剑
15	16	-1	-1	306	0	0	1	0	1	0	1	0	137	175	200	200	0	0	0	0	0	0	1	0	0	大师甲
16	16	-1	-1	84	0	0	8	0	1	100	1	0	135	175	200	200	0	0	0	0	0	0	1	0	0	大师剑
17	16	-1	-1	307	0	0	1	0	1	0	1	0	135	175	200	200	0	0	0	0	0	0	1	0	0	王者甲
18	16	-1	-1	92	0	0	8	0	1	100	1	0	135	175	200	200	0	0	0	0	0	0	1	0	0	王者剑
19	16	-1	-1	308	0	0	1	0	1	70	1	0	135	175	200	200	0	0	0	0	0	0	1	0	0	宗师甲
20	16	-1	-1	100	0	0	8	0	1	100	1	0	135	175	200	200	0	0	0	0	0	0	1	0	0	宗师剑
21	16	-1	-1	309	0	0	1	0	1	70	1	0	135	175	200	200	0	0	0	0	0	0	1	0	0	绝世甲
22	16	-1	-1	108	0	0	8	0	1	100	1	1	135	175	200	200	0	0	0	0	0	0	1	0	0	绝世剑
23	16	-1	-1	310	0	0	1	0	1	70	1	0	135	175	200	200	0	0	0	0	0	0	1	0	0	惊天の魔甲
24	16	-1	-1	116	0	0	6	0	1	100	1	0	135	175	200	200	0	0	0	0	0	0	1	0	0	惊天の之剑
25	16	-1	-1	311	0	0	1	0	1	70	1	0	135	175	200	200	0	0	0	0	0	0	1	0	0	憾世の战甲
26	16	-1	-1	122	0	0	8	0	1	100	1	1	135	175	200	200	0	0	0	0	0	0	1	0	0	憾世の之剑
27	16	-1	-1	312	0	0	1	0	1	70	1	0	135	175	200	200	0	0	0	0	0	0	1	0	0	雷霆の战甲
28	16	-1	-1	130	0	0	8	0	1	100	1	1	135	175	200	200	0	0	0	0	0	0	1	0	0	雷霆の之剑
29	16	-1	-1	314	0	0	8	0	1	100	1	1	135	175	200	200	0	0	0	0	0	0	1	0	0	火龙の战甲
30	16	-1	-1	158	0	0	10	0	1	100	1	1	135	175	200	200	0	0	0	0	0	0	1	0	0	火龙の神斩
31	16	-1	-1	313	0	0	1	0	1	100	1	0	135	175	200	200	0	0	0	0	0	0	1	0	0	战神の战甲
32	16	-1	-1	138	0	0	8	0	1	100	1	0	135	175	200	200	0	0	0	0	0	0	1	0	0	战神の冰剑
33	16	-1	1	336	0	90	8	0	22	100	1	70	135	175	200	200	0	0	0	0	0	0	1	1	0	野火燎原★炎
34	16	-1	1	176	0	90	8	0	22	100	1	70	135	175	200	200	0	0	0	0	0	0	1	1	0	枯木寸草★风
